Time,Time,Time,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN,MPO_SIMBIO-SYS_HRIC_FPAN
ISOC,J2000,Norbit,Corners0,Corners0,Corners0,Corners1,Corners1,Corners1,Corners2,Corners2,Corners2,Corners3,Corners3,Corners3,SubNd,SubNd,SubNd,SubNd,Bore,Bore,Bore,Bore,Bore,Bore,Bore,PoG,PoG,Vel_on_bore,Vel_on_bore,Vel_on_bore,Swath,Swath,Swath,Swath,Subsolar,Subsolar,Subsolar
[txt],[s],[#],Lat[°],Long[°],Ray[km],Lat[°],Long[°],Ray[km],Lat[°],Long[°],Ray[km],Lat[°],Long[°],Ray[km],Lat[°],Long[°],Ray[km],Dist[km],Lat[°],Long[°],Ray[km],Inc[°],Emi[°],Pha[°],SunDist[km],h[m],w[m],[m/s],AT[ms/px],AT[°/s],h[°],w[°],h[m],w[m],Lat[°],Long[°],Ray[km]
2026-06-13T00:01:30.000000,834580959.1846129,829,37.118381211413194,-157.212375014083,2439.4,37.210633796763695,-157.21245197549186,2439.4000000000005,37.210265393809216,-156.8414686432079,2439.4000000000005,37.11801332559052,-156.8418340603348,2439.3999999999996,37.197258613070964,-157.026584508682,2439.3999999999996,490.5757249202577,37.16446920054451,-157.02703195856003,2439.3999999999996,62.30391797458971,0.19326881846381536,62.38290691983654,63007152.337920055,0.00613637287429399,0.006141652195104464,2.4396324097704163,2.515285847867326,0.0573012382730079,0.09225256678009677,0.29546250006747293,3927.704855677626,12579.481923271933,0.0030074679296935576,148.6511393458087,2439.4
2026-06-13T00:01:40.000000,834580969.1846129,829,37.690632326533155,-157.2143799717162,2439.4000000000005,37.78327081885052,-157.21446195907333,2439.4,37.782896541286085,-156.83905899978745,2439.4,37.690258585277086,-156.83943629002243,2439.4,37.76948545675596,-157.0263799304831,2439.4,492.62450411223404,37.73691451914035,-157.02683375397044,2439.3999999999996,62.53332198644162,0.19130056433540693,62.61236178086435,63007242.75600881,0.006162041990135159,0.006167344120663479,2.434992303394003,2.5306207258011555,0.057192253066866955,0.0926384757628886,0.2966985098084209,3944.1351474132925,12632.105732349877,0.0030072361412698872,148.65082042708582,2439.4000000000005
2026-06-13T00:01:50.000000,834580979.1846129,829,38.261791308464765,-157.21642731974035,2439.3999999999996,38.35482237727825,-157.21651451269204,2439.4,38.35444205546483,-156.83656362214703,2439.4,38.26141154273146,-156.83695323160165,2439.4000000000005,38.34080659669373,-157.02615439972652,2439.4,494.7086357851395,38.30827121888993,-157.02661416417936,2439.3999999999996,62.7647835759461,0.19042075231454436,62.84428593853956,63007333.269623175,0.006188154655023929,0.006193479568852871,2.430371125552005,2.5461768328153696,0.05708371244756472,0.0930310545305024,0.2979558617275623,3960.849408984661,12685.63819665387,0.003007004353379694,148.650501507355,2439.4
2026-06-13T00:02:00.000000,834580989.1846129,829,38.83186786551891,-157.21851949022098,2439.4,38.92529807381193,-157.2186120150297,2439.4,38.92491153623502,-156.83398128736135,2439.4,38.831481904686015,-156.8343837507311,2439.4,38.91123174791075,-157.02590813331443,2439.4,496.82793607641014,38.878548717689135,-157.02637357224268,2439.4000000000005,62.99825708754358,0.19062090997839437,63.07864459418343,63007423.87737619,0.006214708606211754,0.006220056276820897,2.425812698980463,2.5619078541487204,0.05697664570829704,0.09343019646153904,0.2992344390653289,3977.843100925764,12740.074345079698,0.003006772565909533,148.65018258661172,2439.4
2026-06-13T00:02:10.000000,834580999.1846129,829,39.4008802200403,-157.22065986877178,2439.400000000001,39.494716310486865,-157.22075806139446,2439.4000000000005,39.49432338751573,-156.8313117572715,2439.3999999999996,39.4004878948101,-156.8317274274752,2439.3999999999996,39.48077813787233,-157.02564241780374,2439.4,498.9822450364429,39.44776550758409,-157.02611372450968,2439.3999999999996,63.233700347881204,0.1918821703813607,63.31540343568954,63007514.577995114,0.006241701698140447,0.006247072100096454,2.4213412769064266,2.5777868480047634,0.056871622500432824,0.0938360813829592,0.30053414424264474,3995.123879470479,12795.410023143393,0.003006540778926212,148.64986366486525,2439.4
2026-06-13T00:02:20.000000,834581009.1846129,829,39.968851591818186,-157.22285311653445,2439.4,40.06309999775598,-157.22295706786755,2439.3999999999996,40.06270052437117,-156.82855538701327,2439.4,39.96845273853424,-156.8289849097026,2439.3999999999996,40.0494669258395,-157.0253592822373,2439.3999999999996,501.17140892771283,40.015944519322275,-157.0258370069524,2439.399999999999,63.471073462209354,0.19418158731011717,63.55452815423117,63007605.37027688,0.006269132196225274,0.006274525296045365,2.4169710784246465,2.5937969436984,0.05676897679712852,0.09424839974857403,0.30185488905294633,4012.6785655159188,12851.64147540096,0.0030063089923840856,148.6495447420933,2439.4
2026-06-13T00:02:30.000000,834581019.1846129,829,40.53580514632156,-157.22510433425683,2439.4,40.63047256036727,-157.22521441791983,2439.3999999999996,40.63006637968649,-156.8257133094147,2439.4,40.535399608694576,-156.82615707781397,2439.4000000000005,40.617319285147104,-157.02506107630634,2439.3999999999996,503.3952915003565,40.58310912760128,-157.02554660998285,2439.4,63.71033711746314,0.19749579746740445,63.79598455315539,63007696.25302379,0.006296998319198023,0.006302414072161201,2.412699921662865,2.609938460501979,0.05666865735132675,0.0946674109476377,0.3031965894628759,4030.518202705295,12908.765124084977,0.0030060772063304772,148.64922581831811,2439.4
2026-06-13T00:02:40.000000,834581029.1846129,829,41.10248311710351,-157.22741748208878,2439.399999999999,41.19757594298708,-157.22753493014048,2439.4000000000005,41.19716510121591,-156.82278139671809,2439.4000000000005,41.102072939607964,-156.82323925460744,2439.4,41.184353164130826,-157.0247505421725,2439.4,505.6537492637291,41.15000261187962,-157.02524263397476,2439.399999999999,63.951762546212365,0.1975845151252782,64.03822924181755,63007787.2369,0.006325295152596204,0.006330735189822352,2.4144457885885537,2.6197710391724596,0.05670966366699186,0.09509282680375306,0.3045590929079289,4048.630521766612,12966.77447367596,0.0030058454207171586,148.6489068935352,2439.4
2026-06-13T00:02:50.000000,834581039.1846129,829,41.66885482475909,-157.2297965490288,2439.4000000000005,41.76437943345434,-157.2299225776679,2439.3999999999996,41.76396585177924,-156.81975887184166,2439.4000000000005,41.66844192667511,-156.82023071700712,2439.4,41.75057963345031,-157.02443001457138,2439.4,507.94660558523424,41.7165940015411,-157.02492648873533,2439.4,64.19529851552556,0.1947277920652796,64.28129042243238,63007878.320291124,0.0063540208278722084,0.006359486688626978,2.410318828870634,2.6361744146725243,0.056612731071248125,0.09552461471363527,0.30594229860086086,4067.0141345967004,13025.665233100352,0.0030056136355907496,148.64858796773973,2439.3999999999996
2026-06-13T00:03:00.000000,834581049.1846129,829,42.2342521122394,-157.23224720299496,2439.3999999999996,42.33021502675541,-157.23238223568947,2439.4000000000005,42.32979860259971,-156.81664992492753,2439.4,42.233836391468934,-156.81713625232857,2439.4,42.31600096360814,-157.0241014749723,2439.4,510.27365699991236,42.28221438099905,-157.02460318908285,2439.3999999999996,64.44061375541186,0.19284258376769772,64.52652278225844,63007969.49080604,0.00638317550789513,0.006388667175844103,2.4061751446277775,2.6528307892078127,0.05651540565567438,0.09596292609616491,0.3073461438799963,4085.6754879394657,13085.43473450213,0.003005381850902025,148.64826904091515,2439.4
2026-06-13T00:03:10.000000,834581059.1846129,829,42.79866286285737,-157.23477333877813,2439.4,42.89507055897128,-157.23491782360995,2439.4,42.894651194382135,-156.81345366597503,2439.4000000000005,42.7982442219897,-156.81395499389063,2439.3999999999996,42.88060889936984,-157.02376601674564,2439.4,512.6346423205121,42.84685154342865,-157.0242741787959,2439.4000000000005,64.68765767274118,0.1919411524927321,64.77389389096008,63008060.746746786,0.006412755917328846,0.006418273373600291,2.4019290816724808,2.669835660952819,0.056415675604479285,0.09640771369313837,0.3087704689312937,4104.61256975034,13146.076173708685,0.003005150066705234,148.64795011310878,2439.4
2026-06-13T00:03:20.000000,834581069.1846129,829,43.36205430772599,-157.23737709736415,2439.4000000000005,43.45891302739619,-157.23753136462074,2439.399999999999,43.45849062261031,-156.81016738124808,2439.4,43.36163264809003,-156.81068439875116,2439.4,43.44437824925805,-157.02342336405695,2439.4,515.0291174375899,43.410472683701364,-157.02393925554134,2439.4000000000005,64.93637199446252,0.19205636303974077,65.02337146628034,63008152.08609826,0.00644275651426488,0.006448299721463117,2.397523909028817,2.6872543335239127,0.056312208440214104,0.09685874361964215,0.31021500837381827,4123.815422247743,13207.578251977648,0.0030049182829520924,148.6476311842556,2439.4
2026-06-13T00:03:30.000000,834581079.1846129,829,43.92438928332339,-157.24005960804143,2439.3999999999996,44.02170526876855,-157.24022407632197,2439.399999999999,44.02127971868658,-156.80678734801057,2439.4000000000005,43.92396450066362,-156.8073207043001,2439.4,44.00728033894906,-157.0230723130579,2439.4,517.4566837683174,43.97304068220394,-157.02359717156386,2439.4,65.18669721681911,0.1932249389528748,65.2749233942119,63008243.50677464,0.006473172300997186,0.006478741196397356,2.3929626990096464,2.705087005190753,0.05620507632429574,0.09731601622264185,0.31167952155599665,4143.284060203925,13269.930723433074,0.003004686499679013,148.6473122544076,2439.4
2026-06-13T00:03:40.000000,834581089.1846129,829,44.485629952088054,-157.2428211359095,2439.3999999999996,44.58340938369982,-157.24299624285177,2439.4,44.58298057346761,-156.80330864513678,2439.4000000000005,44.4852019323797,-156.8038590242486,2439.3999999999996,44.56928609759747,-157.02271083644797,2439.4,519.917009337859,44.534517517819545,-157.0232454685669,2439.4,65.43857415161911,0.1954856108250559,65.52851755488174,63008335.00667859,0.006503999254887111,0.006509593743221498,2.388226683210607,2.7233592609154984,0.056093838430964514,0.09777946973168067,0.3131638092561506,4163.015853706989,13333.125106100102,0.0030044547168453376,148.64699332356497,2439.4
